path,last_commit,first_line,recommended_action,reason
archive/legacy/docs/reports/PHASE_CENTER_FIX_SOLUTION_PATH.md,2025-11-12,# Most Efficient Path to Fix 100.1° Phase Scatter,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASESHIFT_LARGE_SHIFT_LIMITATION.md,2025-11-12,# phaseshift Large Phase Shift Limitation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE1_EXECUTION_RESULTS_REVISED.md,2025-11-12,# Phase 1 Execution Results: REVISED STRATEGY,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PHASE1_EXECUTION_RESULTS.md,2025-11-12,# Phase 1 Execution Results: Pre-Flight Checks & Data Discovery,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PB_WEIGHTED_MOSAIC_IMPLEMENTATION.md,2025-11-12,# Full Primary Beam-Weighted Mosaic Combination Implementation,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/PB_WEIGHTED_MOSAIC_COMPLETE.md,2025-11-12,# Full Primary Beam-Weighted Mosaic Combination - Implementation Complete,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OUTRIGGER_REFANT_IMPLEMENTATION.md,2025-11-12,# Outrigger Reference Antenna Selection - Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OPTIMIZATION_STRATEGIES.md,2025-11-12,# Mosaicking Pipeline Optimization Strategies,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OPTIMIZATION_IMPLEMENTATION_SUMMARY.md,2025-11-12,# Optimization and Usability Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OPTIMIZATION_IMPLEMENTATION_COMPLETE.md,2025-11-12,# Additional Optimization Implementation Summary,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OPTIMIZATION_AND_USABILITY_REVIEW.md,2025-11-12,# Optimization and User-Friendliness Review,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OPEN_QUESTIONS_IMPLEMENTATION_STATUS.md,2025-11-12,# Open Questions - Implementation Status Update,archive,Legacy material already quarantined in archive/.
archive/legacy/docs/reports/OPEN_QUESTIONS.md,2025-11-12,# Open Questions - Phase Scatter Debugging,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/REORGANIZATION_PLAN.md,2025-11-12,# DSA-110 Pipeline Reorganization Plan,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/README.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/PERFORMANCE_OPTIMIZATION.md,2025-11-12,# MS Conversion Performance Optimization Results,archive,Legacy material already quarantined in archive/.
archive/legacy/api/README.md,2025-11-12,# Legacy Job Runner Archive,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/sandbox/optimization_analysis.md,2025-11-12,# MS Conversion Speed Optimization Analysis,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/README.md,2025-11-12,# LibRA,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/frameworks/README.md,2025-11-12,# Description,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/doc/AlgoArch/README.md,2025-11-12,# Algorithm Architecture [!UNDER CONSTRUCTION!],archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/ardg/spack_repo/ardg/README.md,2025-11-12,# ARDG Spack Repository,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/src/NOT_IN_USE/atnf/rpfits/README.md,2025-11-12,This directory contains a subset of the files that make up the RPFITS,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/libra-python/README.md,2025-11-12,# LibRA Python Package,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/LibRA/scripts/container_recipes/README.md,2025-11-12,[![Podman Image CI](https://github.com/ARDG-NRAO/libra-containers/actions/workflows/docker-img.yml/badge.svg)](https://github.com/ARDG-NRAO/libra-containers/actions/workflows/docker-img.yml),archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/docs/src/uvx.md,2025-11-12,## UVX: A visibility data model with xarray and HDF5,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/docs/src/postx.md,2025-11-12,# `postx`: Post-correlation beamforming utilities,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/docs/src/development.md,2025-11-12,# Development Guide,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/docs/src/conversion.md,2025-11-12,# `aa_uv` command-line utility,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/src/ska_ost_low_uv/tests/test-data/aavs2_2x500ms/README.md,2025-11-12,### AAVS2 2x 500ms integration data,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/src/ska_ost_low_uv/tests/test-data/aavs2_1x1000ms/README.md,2025-11-12,### AAVS2 1s integration data,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/src/ska_ost_low_uv/config/README.md,2025-11-12,## Configuration files for UV Data creation,archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/README.md,2025-11-12,[![readthedocs](https://app.readthedocs.org/projects/ska-ost-low-uv/badge/)](https://ska-ost-low-uv.readthedocs.io/en/latest/index.html),archive,Legacy material already quarantined in archive/.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/CHANGELOG.md,2025-11-12,# Version History,archive,Legacy material already quarantined in archive/.
docs/scientific_ui_templates.md,2025-11-10,# Scientific Web UI Templates & Patterns,keep,Default keep until manual review.
docs/DOCUMENTATION_QUICK_REFERENCE.md,2025-11-09,# Documentation Quick Reference Guide,keep,Default keep until manual review.
docs/DOCUMENTATION_CONSOLIDATION_STRATEGY.md,2025-11-12,# Documentation Consolidation Strategy,keep,Default keep until manual review.
docs/DOCUMENTATION_AUDIT_SUMMARY.md,2025-11-12,# Documentation Audit Summary,keep,Default keep until manual review.
docs/DEVELOPMENT_ROADMAP.md,2025-11-09,# Development Roadmap: Zero-Corner-Cut Setup,keep,Default keep until manual review.
docs/reference/image_filters_implementation_status.md,2025-11-12,# Image Filters Implementation Status,keep,User-facing documentation section.
docs/reference/image_filters_backend_implementation.md,2025-11-12,# Image Filters Backend Implementation,keep,User-facing documentation section.
docs/reference/html_reports_in_pipeline.md,2025-11-12,# HTML Reports Generated in the Pipeline,keep,User-facing documentation section.
docs/reference/FIRST_DECLINATION_COVERAGE.md,2025-11-10,# FIRST Survey Declination Coverage,keep,User-facing documentation section.
docs/reference/EXTERNAL_CROSS_MATCHING_TOOLS_SURVEY.md,2025-11-10,# External Cross-Matching Tools Survey,keep,User-facing documentation section.
docs/reference/env.md,2025-11-09,# Reference: Environment Variables,keep,User-facing documentation section.
docs/reference/documentation_improvements_summary.md,2025-11-12,# Documentation Improvements Summary,keep,User-facing documentation section.
docs/reference/docker-client.md,2025-11-12,# Docker Client Reference,keep,User-facing documentation section.
docs/reference/image_filters_manual_testing_guide.md,2025-11-11,# Image Filters - Manual Testing Quick Guide,keep,User-facing documentation section.
docs/reference/developer_guide.md,2025-11-09,# Developer Guide for dsa110_contimg,keep,User-facing documentation section.
docs/reference/database_schema.md,2025-11-09,# DSA-110 Continuum Pipeline: Database Schema,keep,User-facing documentation section.
docs/reference/image_filters_test_report.md,2025-11-12,# Image Filtering Implementation - Test Results,keep,User-facing documentation section.
docs/reference/dashboard_pages_and_features.md,2025-11-12,# DSA-110 Dashboard: Pages & Features Reference,keep,User-facing documentation section.
docs/reference/image_filters_test_results.md,2025-11-12,# Image Filtering Test Results,keep,User-facing documentation section.
docs/reference/js9_casa_analysis_api.md,2025-11-12,# JS9 CASA Analysis API Reference,keep,User-facing documentation section.
docs/reference/dashboard_implementation_status.md,2025-11-12,# DSA-110 Dashboard: Implementation Status Summary,keep,User-facing documentation section.
docs/reference/LINEARMOSAIC_PARAMETERS.md,2025-11-10,# CASA linearmosaic Parameters,keep,User-facing documentation section.
docs/reference/dashboard_documentation_verification.md,2025-11-12,# Dashboard Documentation Verification Report,keep,User-facing documentation section.
docs/reference/dashboard_backend_api.md,2025-11-12,# DSA-110 Dashboard: Backend API & Integration,keep,User-facing documentation section.
docs/reference/CURRENT_CALIBRATION_PROCEDURE.md,2025-11-12,# Current Default Calibration Procedure,keep,User-facing documentation section.
docs/reference/mcp-tools.md,2025-11-12,# MCP Server Tools Reference,keep,User-facing documentation section.
docs/reference/CRITICAL_PYTHON_ENVIRONMENT.md,2025-11-09,# CRITICAL: Python Environment Requirements,keep,User-facing documentation section.
docs/reference/coverage_improvement_plan.md,2025-11-12,# Test Coverage Improvement Plan,keep,User-facing documentation section.
docs/reference/control-panel-cheatsheet.md,2025-11-06,# Control Panel Quick Reference Card,keep,User-facing documentation section.
docs/reference/cli.md,2025-11-09,# Reference: CLI,keep,User-facing documentation section.
docs/reference/CATALOG_USAGE_GUIDE.md,2025-11-10,# Radio Catalog Usage Guide for DSA-110 Pipeline,keep,User-facing documentation section.
docs/reference/CATALOG_CROSS_MATCHING_GUIDE.md,2025-11-10,# Catalog Cross-Matching Guide for DSA-110,keep,User-facing documentation section.
docs/reference/CATALOG_DOCUMENTATION_INDEX.md,2025-11-10,# Radio Catalog Documentation Index,keep,User-facing documentation section.
docs/reference/calibration-overview.md,2025-11-12,# Calibration Reference,keep,User-facing documentation section.
docs/reference/backend_integration_snippets.md,2025-11-06,# Backend Integration Code Snippets,keep,User-facing documentation section.
docs/reference/API_TESTING_SUMMARY.md,2025-11-12,# API Testing Results and Issue Analysis Summary,keep,User-facing documentation section.
docs/reference/API_TEST_COMMANDS.md,2025-11-12,# API Test Commands - Quick Reference,keep,User-facing documentation section.
docs/reference/API_TESTING_COMPLETE.md,2025-11-12,# API Testing - Complete Summary,keep,User-facing documentation section.
docs/reference/api_reference.md,2025-11-12,# Pipeline API Reference,keep,User-facing documentation section.
docs/reference/api_reference_generated.md,2025-11-12,# Pipeline API Reference,keep,User-facing documentation section.
docs/reference/api-endpoints.md,2025-11-06,# Reference: API,keep,User-facing documentation section.
docs/reference/EXISTING_CROSS_MATCHING_TOOLS.md,2025-11-10,# Existing Cross-Matching Tools in DSA-110 Pipeline,keep,User-facing documentation section.
docs/reports/PROJECT_REVIEW_2025-01.md,2025-11-12,# DSA-110 Continuum Imaging Pipeline - Project Review,archive,Status/analysis docs better suited for internal archive.
docs/reports/GITHUB_ACTIONS_FIX_2025-11-09.md,2025-11-09,# GitHub Actions Test Failures - Resolution Summary,archive,Status/analysis docs better suited for internal archive.
docs/reports/production_readiness_plan_2025-11-11.md,2025-11-11,# Production Readiness Plan - DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/reports/POINTING_VISUALIZATION_TEST.md,2025-11-09,# Pointing Visualization Testing Report,archive,Status/analysis docs better suited for internal archive.
docs/reports/POINTING_MONITOR_DEPLOYMENT_TEST.md,2025-11-09,# Pointing Monitor Deployment Test Report,archive,Status/analysis docs better suited for internal archive.
docs/reports/POINTING_MONITORING_REVIEW.md,2025-11-12,# Pointing Monitoring Review - DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/reports/PHASE3_CONSOLIDATION_COMPLETE.md,2025-11-12,# Phase 3 Consolidation - Complete,archive,Status/analysis docs better suited for internal archive.
docs/reports/PHASE3_CONSOLIDATION_PROPOSAL.md,2025-11-12,# Phase 3 Consolidation Proposal,archive,Status/analysis docs better suited for internal archive.
docs/reports/PIPELINE_DOCUMENTATION_REVIEW_2025-01.md,2025-11-12,# Pipeline Documentation Review,archive,Status/analysis docs better suited for internal archive.
docs/reports/PHASE2_CONSOLIDATION_COMPLETE.md,2025-11-12,# Phase 2 Consolidation - Complete,archive,Status/analysis docs better suited for internal archive.
docs/reports/PHASE1_CONSOLIDATION_COMPLETE.md,2025-11-12,# Phase 1 Consolidation - Complete,archive,Status/analysis docs better suited for internal archive.
docs/reports/NEXT_STEPS_STATUS.md,2025-11-12,# Next Steps Status Report,archive,Status/analysis docs better suited for internal archive.
docs/reports/NEXT_STEPS_COMPLETE.md,2025-11-12,# Next Steps Completion Report,archive,Status/analysis docs better suited for internal archive.
docs/reports/MKDOCS_CONSOLIDATION_PROPOSAL.md,2025-11-12,# MkDocs Navigation Consolidation Proposal,archive,Status/analysis docs better suited for internal archive.
docs/reports/MERMAID_IMPROVEMENTS_COMPLETE.md,2025-11-12,# Mermaid Diagrams Visual Improvements - Complete,archive,Status/analysis docs better suited for internal archive.
docs/reports/MKDOCS_REVIEW_2025-01.md,2025-11-12,# MkDocs Documentation Review,archive,Status/analysis docs better suited for internal archive.
docs/reports/MEDIUM_PRIORITY_FIXES_SUMMARY.md,2025-11-12,# Medium Priority Fixes Applied,archive,Status/analysis docs better suited for internal archive.
docs/reports/MERMAID_DIAGRAMS_EVALUATION.md,2025-11-12,# Mermaid Diagrams Evaluation,archive,Status/analysis docs better suited for internal archive.
docs/reports/IMMEDIATE_ACTION_PLAN.md,2025-11-12,# Immediate Action Plan - Workflow Status Verification,archive,Status/analysis docs better suited for internal archive.
docs/reports/ISSUES_AUDIT_FINAL_2025-01.md,2025-11-12,# Complete Issues Audit - Final Assessment,archive,Status/analysis docs better suited for internal archive.
docs/reports/GITHUB_PAGES_SETUP.md,2025-11-12,# GitHub Pages Setup Complete,archive,Status/analysis docs better suited for internal archive.
docs/reports/WORK_SUMMARY_2025-01.md,2025-11-12,# Work Summary - January 2025,archive,Status/analysis docs better suited for internal archive.
docs/reports/UNIT_TEST_SUMMARY_2025-01.md,2025-11-12,# Unit Test Summary - Code Quality Improvements,archive,Status/analysis docs better suited for internal archive.
docs/reports/WORKFLOW_FAILURES_ANALYSIS.md,2025-11-12,# GitHub Actions Workflow Failures Analysis,archive,Status/analysis docs better suited for internal archive.
docs/reports/WORKFLOW_FIXES_APPLIED.md,2025-11-12,# Workflow Fixes Applied,archive,Status/analysis docs better suited for internal archive.
docs/reports/streaming_test_run_review_2025-11-10.md,2025-11-10,"# Streaming Test Run Review - November 10, 2025",archive,Status/analysis docs better suited for internal archive.
docs/reports/safeguards_implemented_2025-11-10.md,2025-11-10,# Safeguards Implemented - Streaming Test Run Analysis,archive,Status/analysis docs better suited for internal archive.
docs/reports/FIXES_APPLIED_SUMMARY.md,2025-11-12,# Security and Reliability Fixes Applied,archive,Status/analysis docs better suited for internal archive.
docs/reports/REASSESSED_ISSUES_PRIORITY.md,2025-11-12,# Reassessed Issues Priority Report,archive,Status/analysis docs better suited for internal archive.
docs/reports/enhancements_implemented_2025-11-11.md,2025-11-10,# Production Enhancements Implemented - 2025-11-11,archive,Status/analysis docs better suited for internal archive.
docs/reports/DEEP_DIVE_ISSUES_REPORT.md,2025-11-12,# Deep Dive Issues Report - DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_WORK_COMPLETED.md,2025-11-12,# Code Quality Improvements - Work Completed,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_PROGRESS_REPORT.md,2025-11-12,# Code Quality Improvements - Progress Report,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_LOW_PRIORITY_COMPLETED.md,2025-11-12,# Code Quality Improvements - Low Priority Work Completed,archive,Status/analysis docs better suited for internal archive.
docs/reports/COMPLETION_SUMMARY.md,2025-11-12,# Completion Summary - All Issues Addressed,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_IMPROVEMENTS_GUIDE.md,2025-11-12,# Code Quality Improvements Guide,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_IMPROVEMENTS_2025-01.md,2025-11-12,# Code Quality Improvements - January 2025,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_FINAL_SUMMARY.md,2025-11-12,# Code Quality Improvements - Final Summary,archive,Status/analysis docs better suited for internal archive.
docs/reports/CODE_QUALITY_COMPLETION_SUMMARY.md,2025-11-12,# Code Quality Improvements - Completion Summary,archive,Status/analysis docs better suited for internal archive.
docs/reports/CASA_MPI_EVALUATION.md,2025-11-12,# CASA-mpi Evaluation for DSA-110 Continuum Imaging Pipeline,archive,Status/analysis docs better suited for internal archive.
docs/reports/additional_safeguards_needed_2025-11-10.md,2025-11-10,# Additional Safeguards Needed - Streaming Test Run Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dashboard_ui_recommendations.md,2025-11-10,# Dashboard UI Development Recommendations,keep,Default keep until manual review.
docs/dashboard_integration_plan.md,2025-11-10,# Dashboard Integration Plan - QA Visualization Features,keep,Default keep until manual review.
docs/DASHBOARD_FRONTEND_CONSOLIDATED_OUTLINE.md,2025-11-12,# DSA-110 Dashboard & Frontend: Consolidated Documentation Outline,keep,Default keep until manual review.
docs/DASHBOARD_DOCUMENTATION_MASTER_INDEX.md,2025-11-12,# DSA-110 Dashboard Documentation: Master Index,keep,Default keep until manual review.
docs/reference/VAST_PIPELINE_CROSS_MATCHING_INTEGRATION.md,2025-11-10,# VAST Pipeline Cross-Matching Integration Guide,keep,User-facing documentation section.
docs/reference/validation_api.md,2025-11-12,# Validation API Reference,keep,User-facing documentation section.
docs/reference/TEST_EXECUTION_REPORT.md,2025-11-12,# Test Execution Report,keep,User-facing documentation section.
docs/reference/test_coverage_analysis.md,2025-11-12,# Test Coverage Analysis,keep,User-facing documentation section.
docs/reference/streaming-api.md,2025-11-09,# Streaming Service API Reference,keep,User-facing documentation section.
docs/reference/README.md,2025-11-12,# Reference Documentation,keep,User-facing documentation section.
docs/reference/RADIO_SURVEY_CATALOG_COMPARISON.md,2025-11-10,"# Radio Survey Catalog Comparison: NVSS, FIRST, and RACS",keep,User-facing documentation section.
archive/legacy/CLOSET_dsa110-contimg/refpipes/ska-ost-low-uv-main/scripts/uv-config-from-mccs-yaml/README.md,2025-11-12,# UV-config-from-tmdata,archive,Legacy material already quarantined in archive/.
docs/configuration.md,2025-11-12,# Configuration Reference,keep,Default keep until manual review.
docs/CASA6_ENVIRONMENT_GUIDE.md,2025-11-09,# casa6 Conda Environment Guide,keep,Default keep until manual review.
docs/AGENT_SAFEGUARDS_COMPLETE.md,2025-11-12,# Documentation Consolidation - Documentation Safeguards Complete,keep,Default keep until manual review.
docs/AGENT_INFORMATION_RELIABILITY.md,2025-11-12,# Most Reliable Way to Get Critical Information to AI Agents,keep,Default keep until manual review.
docs/development/ENVIRONMENT_ANALYSIS_REPORT.md,2025-11-12,# Development Environment Analysis Report,archive,Status/analysis docs better suited for internal archive.
docs/development/DEVELOPMENT_SETUP.md,2025-11-12,# DSA-110 Dashboard Development Setup,archive,Status/analysis docs better suited for internal archive.
docker/cubical_experimental/VERIFICATION.md,2025-11-06,# Final Verification Report,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/VALIDATION_REPORT.md,2025-11-06,# Docker Build & Validation Report,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/TODO.md,2025-11-07,# Remaining Tasks,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/README.md,2025-11-06,# CubiCal Docker Environment,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/QUICKSTART.md,2025-11-06,# CubiCal Docker - Quick Start,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/QUARTICAL_TEST_STATUS.md,2025-11-07,# QuartiCal Testing Status,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/QUARTICAL_SUCCESS.md,2025-11-07,# QuartiCal Installation - SUCCESS ✅,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/QUARTICAL_SETUP.md,2025-11-07,# QuartiCal Setup,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/QUARTICAL_INSTALLED.md,2025-11-07,# QuartiCal Installation - SUCCESS,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/PYTHON_VERSION_NOTES.md,2025-11-07,# Python Version Configuration,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/PROGRESS_SUMMARY.md,2025-11-07,# Progress Summary,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/INSTALLATION_ISSUES.md,2025-11-07,# CubiCal Installation Issues,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/FINAL_STATUS.md,2025-11-07,# Final Status Report,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/CURRENT_STATUS.md,2025-11-07,# Current Status Summary,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/CUBICAL_INSTALLATION_BLOCKER.md,2025-11-07,# CubiCal Installation Blocker,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/CLEANUP_STATUS.md,2025-11-06,# Cleanup Status,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/CASA_CALIBRATION_STATUS.md,2025-11-07,# CASA Calibration Status,keep,Code-adjacent documentation supporting module owners.
docker/cubical_experimental/BUILD_STATUS.md,2025-11-06,# Docker Build Status,keep,Code-adjacent documentation supporting module owners.
README-AUTO-ERROR-DETECTION.md,untracked,# Auto Error Detection,consolidate,Move root-level Markdown into docs/ per consolidation plan.
README-AGENTIC-SESSIONS.md,untracked,# Agentic Session Setup - Error Detection,consolidate,Move root-level Markdown into docs/ per consolidation plan.
QUALITY_PRINCIPLES.md,untracked,# Quality Principles - Error Detection Framework,consolidate,Move root-level Markdown into docs/ per consolidation plan.
docs/dev/VERIFICATION_COMPLETE.md,2025-11-12,# Test Fix Verification - Status Report,archive,Status/analysis docs better suited for internal archive.
docs/dev/VAST_VISUALIZATION_FEATURES_MISSING.md,2025-11-10,# VAST Tools Visualization Features Not Yet Adopted,archive,Status/analysis docs better suited for internal archive.
docs/dev/VAST_VISUALIZATION_FEATURES_IMPLEMENTED.md,2025-11-10,# VAST Tools Visualization Features - Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/VAST_LIKE_MOSAICKING_IMPLEMENTATION.md,2025-11-12,# VAST-Like Mosaicking Implementation,archive,Status/analysis docs better suited for internal archive.
docs/dev/VAST_IMREGRID_ANALYSIS.md,2025-11-09,# VAST Use of imregrid - Analysis,archive,Status/analysis docs better suited for internal archive.
docs/dev/UNIT_TESTS_SYNTHETIC_DATA_SUMMARY.md,untracked,# Unit Test Suite for Synthetic Data Generation - Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_verification_status.md,2025-11-12,# Test Verification Status,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_verification_results.md,2025-11-12,# Test Verification Results,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_verification_plan.md,2025-11-12,# Test Verification Plan,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_status_summary.md,2025-11-12,# Test Status Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_optimization_summary.md,2025-11-11,# Test Optimization Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_optimization_strategies.md,2025-11-11,# Test Optimization Strategies,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_optimization_implementation.md,2025-11-11,# Test Optimization Implementation Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_investigation_complete.md,2025-11-12,# Test Investigation Complete,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_fixes_summary.md,2025-11-12,# Test Fixes Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_fixes_final_summary.md,2025-11-12,# Test Fixes - Final Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_fixes_complete.md,2025-11-12,# Test Fixes Complete - All Skipped Steps Resolved,archive,Status/analysis docs better suited for internal archive.
docs/dev/TEST_FIXES_COMPLETE.md,2025-11-12,# Test Fixes Complete - Final Summary,archive,Status/analysis docs better suited for internal archive.
docs/dev/test_fixes_applied.md,2025-11-12,# Test Fixes Applied,archive,Status/analysis docs better suited for internal archive.
docs/dev/MOSAIC_PB_CORRECTION_FIX.md,2025-11-10,# Mosaic Primary Beam Correction Fix,archive,Status/analysis docs better suited for internal archive.
docs/dev/MAINTENANCE_COMPLETE.md,untracked,# Maintenance Complete: Output Suppression Prevention System,archive,Status/analysis docs better suited for internal archive.
docs/dev/LINMOS_LINEARMOSAIC_ANALYSIS.md,2025-11-09,# linmos vs linearmosaic Analysis,archive,Status/analysis docs better suited for internal archive.
docs/reference/optimizations/PROFILING_GUIDE.md,2025-11-06,# Profiling Guide for Performance Optimization,keep,User-facing documentation section.
docs/dev/LINEMOSAIC_TESTING.md,2025-11-09,# linearmosaic Implementation Testing,archive,Status/analysis docs better suited for internal archive.
docs/reference/optimizations/OPTIMIZATION_API.md,2025-11-06,# Optimization API Documentation,keep,User-facing documentation section.
docs/dev/LINEMOSAIC_IMPLEMENTATION.md,2025-11-09,# linearmosaic Implementation - Primary Mosaicking Method,archive,Status/analysis docs better suited for internal archive.
docs/dev/integration_examples.md,untracked,# Integration Examples: Cost-Free Improvements,archive,Status/analysis docs better suited for internal archive.
docs/dev/INCOMPLETE_IMPLEMENTATIONS.md,2025-11-10,# Incomplete Implementations Status,archive,Status/analysis docs better suited for internal archive.
docs/dev/IMREGRID_FUNDAMENTAL_FIX.md,2025-11-09,# Fundamental Fix for imregrid RuntimeError,archive,Status/analysis docs better suited for internal archive.
docs/dev/IMREGRID_ERRORS_ANALYSIS.md,2025-11-09,# imregrid Error Analysis and Fixes,archive,Status/analysis docs better suited for internal archive.
docs/dev/implementation_summary.md,untracked,# Implementation Summary: Cost-Free Critical Improvements,archive,Status/analysis docs better suited for internal archive.
docs/dev/implementation_plan.md,untracked,# Implementation Plan: Cost-Free Critical Improvements,archive,Status/analysis docs better suited for internal archive.
docs/dev/IMPLEMENTATION_COMPLETE.md,untracked,# ✅ Implementation Complete: Cost-Free Critical Improvements,archive,Status/analysis docs better suited for internal archive.
docs/dev/IMCOMBINE_INVESTIGATION.md,2025-11-09,# imcombine Investigation - CASA Version History,archive,Status/analysis docs better suited for internal archive.
docs/dev/GETTING_TO_7_OF_7_PREVENTED.md,untracked,# Getting to 7/7 Issues Completely Prevented,archive,Status/analysis docs better suited for internal archive.
docs/dev/FULL_IMPLEMENTATION_COMPLETE.md,untracked,# Full Implementation Complete: 7/7 Issues 100% Prevented,archive,Status/analysis docs better suited for internal archive.
docs/dev/frontend_verification_summary.md,untracked,# Frontend API Integration Verification Summary,archive,Status/analysis docs better suited for internal archive.
docs/contributing/index.md,2025-11-09,# Contributing: Internal Decision Capture,keep,Default keep until manual review.
docs/dev/FITS_TO_PNG_OPTIMIZATION.md,2025-11-10,# FITS-to-PNG Conversion Optimization,archive,Status/analysis docs better suited for internal archive.
docs/dev/FIRST_RAX_CATALOG_CONVERSION.md,2025-11-10,# FIRST and RAX Catalog SQLite Conversion,archive,Status/analysis docs better suited for internal archive.
docs/concepts/mcp_browser_server_setup.md,2025-11-12,# Browser MCP Server Setup and Troubleshooting,keep,User-facing documentation section.
docs/concepts/pipeline_overview.md,2025-11-12,# Pipeline Visuals,keep,User-facing documentation section.
